line,bins,fitting_window,bin_width,mu,sigma,c,d,A,mu_err,sigma_err,c_err,d_err,A_err,exact_mu,deviation_in_centroid,A_over_A_err,snr
438,200,3,0.30150753768845107,439.47432304854544,1.2691622644272844,-1.0375310020548163,3843.8123874181388,1487.3427141642437,0.5146117172589769,0.7134435284013324,103.27169097809029,44971.77347614262,2126.075805914811,438.634,1.6329263799536426,0.6995718167839587,15829.97709749169
438,200,4,0.30150753768845107,439.53903963114027,1.5346496478207976,-13.6461182328472,9279.263186428821,2167.5062517220217,0.20927851889922489,0.302524463450109,24.488836030714804,10639.78399430347,869.1576608999579,438.634,4.3245701274102775,2.4938010089880653,19109.837282615925
438,200,5,0.30150753768845107,439.5431966549334,1.5508717807940873,-14.277815381933719,9551.161361869983,2209.7686742349774,0.10693316903061535,0.154917998071316,7.892180804197336,3428.2732898502686,352.21260772170905,438.634,8.502475547817065,6.273962447082429,19295.24530468316
438,200,8,0.30150753768845107,439.50353999619017,1.4987973955292222,-9.763050186936947,7587.295588975607,2065.5771102575254,0.0777599658893943,0.08883988506586239,1.8854028473300473,823.0641728580645,133.63853900932617,438.634,11.18236082339579,15.456447859800203,18655.08654068553
438,200,10,0.30150753768845107,439.5267893182182,1.5513270873545713,-11.860262071219879,8496.621700582255,2169.2252004275365,0.07547368265242688,0.08296203723012341,1.2440380994998639,543.6525647121855,119.36722569032898,438.634,11.829147417248736,18.172703502845046,19117.40934992547
438,400,3,0.15037593984959585,439.48555151056206,1.2438142085606858,-1.606846678995765e-14,1695.936264956773,712.2295881435651,0.522219739665463,0.7438610244737623,50.96159955505567,22192.987095126886,1044.3397881877838,438.634,1.630638303920789,0.6819902834301458,7735.953688478364
438,400,4,0.15037593984959585,439.5385653974282,1.5432710331089623,-7.5264119348028915,4939.885185173805,1107.3242018115898,0.26512061223365335,0.37968249038562624,16.26395517390055,7066.502829362353,569.6190790612678,438.634,3.4119014353776396,1.9439731612158426,9645.977085118602
438,400,5,0.15037593984959585,439.53812443021667,1.5447236734186254,-7.140120186063112,4771.634426670856,1101.2531064159891,0.13018472032369352,0.1874151919461315,4.630756731762212,2011.7631272768426,208.86296425191972,438.634,6.944935073552597,5.272610730008191,9619.495176081366
438,400,8,0.15037593984959585,439.50555780711755,1.4973137847566536,-5.160713897177022,3911.443043291668,1033.331532024295,0.09122351440964518,0.10402905287973697,1.094916223882253,478.0043162357191,78.15179685889909,438.634,9.55409153832588,13.222108429444644,9318.111369197364
438,400,10,0.15037593984959585,439.52080566237515,1.5347671241404428,-5.854119680104214,4211.841980171397,1069.760089909474,0.08843562319021188,0.09721490564699822,0.7417087026231569,324.13452926343956,69.72473593910284,438.634,10.027697328120269,15.34261945206642,9480.941525026936
